entry_time,exit_time,direction,entry_price,exit_price,pnl,pnl_dollars,exit_reason,confidence,position_size,capital
2025-10-28 18:25:00,2025-10-28 18:30:00,LONG,3963.217,3948.292,-14.925000000000182,-270.32680080978736,SL,0.4515067738699181,18.112348462967105,9729.673199190212
2025-10-28 22:00:00,2025-10-28 22:05:00,LONG,3956.723,3934.376,-22.346999999999753,-285.4419759820986,SL,0.12741292856426878,12.773167583214827,9444.231223208113
2025-10-29 13:05:00,2025-10-29 13:10:00,LONG,4028.328,4012.525,-15.802999999999884,-163.06557226906162,SL,0.3522108916065789,10.318646603117308,9281.165650939052
2025-10-30 09:05:00,2025-10-30 09:10:00,LONG,3989.303,4004.902,15.59900000000016,169.52903948396786,TP,0.561249090022121,10.867942783766019,9450.69469042302
2025-10-30 10:15:00,2025-10-30 10:20:00,LONG,4004.902,3986.131,-18.771000000000186,-177.76361896530173,SL,0.27614856849962366,9.470119810628095,9272.931071457719
2025-11-05 16:40:00,2025-11-05 16:45:00,LONG,3975.522,3987.607,12.085000000000036,171.33187130288903,TP,0.43205120401124997,14.177233868670957,9444.262942760608
2025-11-05 21:45:00,2025-11-05 21:50:00,LONG,3984.706,3979.27,-5.436000000000149,-177.85038321879867,SL,0.3103868228058304,32.71714187247862,9266.41255954181
2025-11-06 10:25:00,2025-11-06 10:30:00,LONG,4010.746,4005.19,-5.55600000000004,-199.42520426094868,SL,0.4586842825762645,35.8936652737486,9066.987355280862
2025-11-06 11:30:00,2025-11-06 11:35:00,LONG,4009.665,4015.959,6.293999999999869,368.57423927004373,TP,0.6738715082102813,58.55961856848608,9435.561594550905
2025-11-06 12:30:00,2025-11-06 12:35:00,LONG,4015.959,4008.565,-7.393999999999778,-240.11531518584925,SL,0.5685451447957052,32.4743461165616,9195.446279365056
2025-11-10 08:00:00,2025-11-10 08:05:00,LONG,4071.944,4081.255,9.31100000000015,321.12492656685157,TP,0.4268908950697452,34.48876882900294,9516.571205931908
2025-11-10 08:35:00,2025-11-10 08:40:00,LONG,4085.11,4078.867,-6.242999999999938,-226.44106615292745,SL,0.5910369501149222,36.271194322109515,9290.130139778981
2025-11-10 12:15:00,2025-11-10 12:20:00,LONG,4082.242,4094.912,12.669999999999618,333.4954171255184,TP,0.5749114622933692,26.321658810223237,9623.625556904499
2025-11-10 12:55:00,2025-11-10 13:00:00,LONG,4094.912,4104.86,9.947999999999865,479.07748310590534,TP,0.7427050577242839,48.158170798744656,10102.703040010405
2025-11-10 13:45:00,2025-11-10 13:50:00,LONG,4104.86,4091.782,-13.07799999999952,-257.54977442171884,SL,0.5554713393124262,19.693360943701506,9845.153265588686
2025-11-11 00:20:00,2025-11-11 00:25:00,LONG,4114.149,4124.934,10.784999999999854,234.95225955160186,TP,0.4563616682158844,21.78509592504451,10080.105525140287
2025-11-12 13:00:00,2025-11-12 13:05:00,LONG,4136.428,4125.577,-10.850999999999658,-370.17091040147955,SL,0.5711791195060371,34.11399045263028,9709.934614738808
2025-11-12 17:30:00,2025-11-12 17:35:00,LONG,4183.476,4204.459,20.983000000000175,350.4619246928801,TP,0.6510254150344607,16.702183896148174,10060.396539431687
2025-11-12 17:55:00,2025-11-12 18:00:00,LONG,4204.459,4192.658,-11.800999999999476,-276.3823328584473,SL,0.566226570536978,23.420246831493902,9784.01420657324
2025-11-12 19:15:00,2025-11-12 19:20:00,LONG,4204.02,4193.527,-10.493000000000393,-219.46322862971758,SL,0.5355475726320699,20.915203338388388,9564.550977943522
2025-11-13 08:00:00,2025-11-13 08:05:00,LONG,4213.125,4229.282,16.157000000000153,506.0171864091696,TP,0.7535572235286055,31.318758829557765,10070.568164352691
2025-11-13 12:50:00,2025-11-13 12:55:00,LONG,4229.282,4242.523,13.240999999999985,297.61209678417237,TP,0.7043499145094669,22.476557418939105,10368.180261136864
2025-11-13 12:55:00,2025-11-13 13:00:00,LONG,4242.523,4230.589,-11.934000000000196,-297.1287791722905,SL,0.36818989169995797,24.897668775958234,10071.051481964574
2025-11-14 04:05:00,2025-11-14 04:10:00,LONG,4207.699,4199.956,-7.742999999999483,-204.63092027265526,SL,0.326846556151273,26.42786003779787,9866.420561691919
2025-11-18 13:30:00,2025-11-18 13:35:00,LONG,4048.972,4066.03,17.057999999999993,282.4117189499072,TP,0.5090348961105986,16.55596898522144,10148.832280641825
2025-11-18 15:00:00,2025-11-18 15:05:00,LONG,4068.777,4056.336,-12.441000000000258,-220.18810830089473,SL,0.5415132647218569,17.698585989943748,9928.644172340932
2025-11-19 08:00:00,2025-11-19 08:05:00,LONG,4091.39,4082.997,-8.393000000000029,-215.56101390762993,SL,0.5150151177723599,25.683428322129057,9713.083158433301
